#word,k-f-freq     ,k-f-ncats    ,k-f-nsamp    ,t-l-freq     ,brown-freq   ,fam,conc ,imag,meanc,wtype
spoilage,8,2,2,,,,,,,n
spoils,,,,,1,,,,,v
spoke,87,13,64,908,13,532,526,466,413,n
spoke,87,13,64,908,13,532,526,466,413,v
spoken,37,14,28,191,8,,,,,p
spoken,37,14,28,191,8,,,,,o
spoken,37,14,28,191,8,,,,,v
sponge,7,5,6,51,,538,597,577,387,n
sponge,7,5,6,51,,538,597,577,387,v
sponging,1,1,1,,,,,,,v
sponging,1,1,1,,,,,,,o
spongy,2,2,2,2,,,,,,j
sponsor,22,8,14,48,,,,,,n
sponsor,22,8,14,48,,,,,,v
spontaneity,7,3,5,8,,,,,,n
spontaneous,17,6,17,28,,,,,,j
spontaneously,,,,,1,,,,,a
spoof,1,1,1,,,,,,,j
spoof,1,1,1,,,,,,,n
spoof,1,1,1,,,,,,,v
spook,,,,,,475,417,449,432,n
spooky,2,1,1,,,,,,,j
spool,,,,10,,499,565,552,347,n
spool,,,,10,,499,565,552,347,v
spoon,6,5,6,115,,612,614,584,425,n
spoon,6,5,6,115,,612,614,584,425,v
spoonful,1,1,1,35,1,,,,,n
spoons,,,,,3,,,,,v
sporadic,7,3,6,10,,,,,,j
spore,,,,10,,,,,,n
sport,17,8,13,422,,,,,,n
sport,17,8,13,422,,,,,,v
sporting,9,6,6,30,,,,,,j
sporting,9,6,6,30,,,,,,v
sporting,9,6,6,30,,,,,,o
sportive,,,,2,,,,,,j
spot,57,12,47,516,11,560,512,507,442,a
spot,57,12,47,516,11,560,512,507,442,n
spot,57,12,47,516,11,560,512,507,442,o
spot,57,12,47,516,11,560,512,507,442,v
spotless,3,1,3,17,,,,,,j
spotlight,6,4,6,28,,,,,,v
spotlight,6,4,6,28,,,,,,n
spotted,16,6,13,8,,,,,,p
spotted,16,6,13,8,,,,,,v
spotted,16,6,13,8,,,,,,j
spotted,16,6,13,8,,,,,,o
spotty,1,1,1,,,,,,,j
spouse,3,3,3,3,,,,,,v
spouse,3,3,3,3,,,,,,n
spout,1,1,1,17,,433,468,466,295,n
spout,1,1,1,17,,433,468,466,295,v
sprain,,,,30,,,,,,n
sprain,,,,30,,,,,,v
sprang,13,7,12,164,1,,,,,v
sprawl,3,3,3,52,,,,,,n
sprawl,3,3,3,52,,,,,,v
spray,16,8,12,116,,521,514,559,415,n
spray,16,8,12,116,,521,514,559,415,v
spread,83,13,70,519,11,,,,,o
spread,83,13,70,519,11,,,,,p
spread,83,13,70,519,11,,,,,n
spread,83,13,70,519,11,,,,,v
spreader,1,1,1,4,,,,,,n
spreading,,,,,2,,,,,v
spree,4,3,4,11,,410,333,425,,n
sprig,1,1,1,163,,,,,,v
sprig,1,1,1,163,,,,,,n
sprightly,1,1,1,12,,,,,,a
sprightly,1,1,1,12,,,,,,j
spring,127,14,76,599,6,588,524,585,545,o
spring,127,14,76,599,6,588,524,585,545,n
spring,127,14,76,599,6,588,524,585,545,v
springing,2,2,2,,,,,,,v
springing,2,2,2,,,,,,,o
springtime,4,4,4,24,,,,,,n
springy,,,,15,,,,,,j
sprinkle,7,5,5,189,2,,,,,n
sprinkle,7,5,5,189,2,,,,,v
sprinkling,7,4,7,,,,,,,v
sprinkling,7,4,7,,,,,,,o
sprinkling,7,4,7,,,,,,,n
sprint,,,,8,,461,411,526,,n
sprint,,,,8,,461,411,526,,v
sprite,1,1,1,12,1,,,,,n
sprout,1,1,1,32,,,,,,n
sprout,1,1,1,32,,,,,,v
spruce,5,4,4,40,,499,568,532,448,a
spruce,5,4,4,40,,499,568,532,448,v
spruce,5,4,4,40,,499,568,532,448,j
spruce,5,4,4,40,,499,568,532,448,n
sprue,2,2,2,,,,,,,n
sprung,8,5,8,40,,,,,,p
sprung,8,5,8,40,,,,,,o
sprung,8,5,8,40,,,,,,v
spry,,,,6,,,,,,j
spume,1,1,1,,,,,,,v
spun,16,7,13,45,,,,,,p
spun,16,7,13,45,,,,,,o
spun,16,7,13,45,,,,,,v
spur,13,8,12,63,1,,,,,n
spur,13,8,12,63,1,,,,,v
spurious,2,2,2,9,,,,,,j
spurn,,,,9,,,,,,n
spurn,,,,9,,,,,,v
spurred,6,6,6,,,,,,,p
spurred,6,6,6,,,,,,,v
spurred,6,6,6,,,,,,,j
spurt,2,2,2,21,,417,417,491,,n
spurt,2,2,2,21,,417,417,491,,v
sputnik,2,2,2,,,,,,,n
sputter,1,1,1,22,,,,,,n
sputter,1,1,1,22,,,,,,v
spy,9,6,7,69,3,,,,,n
spy,9,6,7,69,3,,,,,v
squab,,,,6,,,,,,a
squab,,,,6,,,,,,v
squab,,,,6,,,,,,j
squab,,,,6,,,,,,n
squabble,,,,17,,,,,,n
squabble,,,,17,,,,,,v
squad,18,5,8,69,,,,,,v
squad,18,5,8,69,,,,,,n
squadron,3,3,3,15,,,,,,n
squalid,1,1,1,8,1,,,,,j
squall,7,1,1,12,,,,,,n
squall,7,1,1,12,,,,,,v
squander,,,,15,,,,,,n
squander,,,,15,,,,,,v
square,143,15,70,573,7,576,516,610,519,a
square,143,15,70,573,7,576,516,610,519,j
square,143,15,70,573,7,576,516,610,519,n
square,143,15,70,573,7,576,516,610,519,v
squarer,,,,,1,,,,,n
squares,,,,,1,,,,,v
squash,2,1,1,35,1,,,,,a
squash,2,1,1,35,1,,,,,v
squashy,1,1,1,,1,,,,,j
squat,7,6,7,42,,,,,,o
squat,7,6,7,42,,,,,,p
squat,7,6,7,42,,,,,,j
squat,7,6,7,42,,,,,,n
squat,7,6,7,42,,,,,,v
squatter,,,,4,,,,,,v
squatter,,,,4,,,,,,n
squaw,1,1,1,21,,,,,,n
squawk,1,1,1,22,,,,,,n
squawk,1,1,1,22,,,,,,v
squeak,1,1,1,22,,506,461,492,438,n
squeak,1,1,1,22,,506,461,492,438,v
squeaky,1,1,1,,,,,,,j
squeal,1,1,1,48,,,,,,n
squeal,1,1,1,48,,,,,,v
squeamish,1,1,1,6,1,,,,,j
squeeze,11,8,9,121,,,,,,n
squeeze,11,8,9,121,,,,,,v
squeezing,4,3,3,,,,,,,v
squeezing,4,3,3,,,,,,,o
squib,,,,,,283,402,390,234,v
squib,,,,,,283,402,390,234,n
squint,1,1,1,33,,528,456,515,413,j
squint,1,1,1,33,,528,456,515,413,n
squint,1,1,1,33,,528,456,515,413,v
squinting,3,2,3,,,,,,,v
squinting,3,2,3,,,,,,,o
squire,5,2,2,9,1,323,502,459,,v
squire,5,2,2,9,1,323,502,459,,n
squirm,,,,20,,,,,,n
squirm,,,,20,,,,,,v
squirrel,1,1,1,32,,511,612,642,397,n
squirt,1,1,1,14,,492,453,496,392,n
squirt,1,1,1,14,,492,453,496,392,v
st,163,13,61,,9,,,,,i
st,163,13,61,,9,,,,,n
stab,3,3,3,38,1,,,,,n
stab,3,3,3,38,1,,,,,v
stabbed,,,,,2,,,,,p
stabbed,,,,,2,,,,,v
stabilization,3,2,2,10,,,,,,n
stabilize,2,2,2,17,,,,,,v
stabilizing,4,2,4,,,,,,,v
stabilizing,4,2,4,,,,,,,o
stable,30,6,20,111,2,519,562,537,490,j
stable,30,6,20,111,2,519,562,537,490,n
stable,30,6,20,111,2,519,562,537,490,v
staccato,5,4,5,14,,,,,,v
staccato,5,4,5,14,,,,,,a
staccato,5,4,5,14,,,,,,j
staccato,5,4,5,14,,,,,,n
stack,9,7,9,88,,,,,,n
stack,9,7,9,88,,,,,,v
stacking,2,2,2,,,,,,,v
stacking,2,2,2,,,,,,,o
stacks,,,,,3,,,,,v
staff,113,12,62,160,53,577,515,478,,n
staff,113,12,62,160,53,577,515,478,,v
stafford,1,1,1,,,,,,,n
stag,8,3,5,22,,,,,,j
stag,8,3,5,22,,,,,,v
stag,8,3,5,22,,,,,,n
stage,174,14,85,655,32,,,,,n
stage,174,14,85,655,32,,,,,v
stager,1,1,1,,,,,,,n
stagger,2,2,2,145,,,,,,n
stagger,2,2,2,145,,,,,,v
staggered,,,,,2,,,,,p
staggered,,,,,2,,,,,v
staggering,,,,,1,,,,,v
staging,3,3,3,,3,,,,,n
staging,3,3,3,,3,,,,,v
staging,3,3,3,,3,,,,,o
stagnant,5,5,5,10,1,,,,,j
staid,1,1,1,8,2,,,,,j
stain,6,4,6,102,,534,535,533,,n
stain,6,4,6,102,,534,535,533,,v
stained,28,7,13,,,,,,,p
stained,28,7,13,,,,,,,v
stained,28,7,13,,,,,,,o
stainless,2,1,1,3,,,,,,j
stair,2,2,2,446,1,560,558,551,428,n
staircase,8,5,7,48,,,,,,n
stairway,6,6,6,60,,,,,,n
stake,20,7,15,125,1,460,540,506,372,o
stake,20,7,15,125,1,460,540,506,372,n
stake,20,7,15,125,1,460,540,506,372,v
stalactite,,,,4,,,,,,n
stale,4,3,4,46,,509,393,412,344,n
stale,4,3,4,46,,509,393,412,344,v
stale,4,3,4,46,,509,393,412,344,j
stalemate,2,2,2,,,,,,,n
stalemate,2,2,2,,,,,,,v
stalk,,,,120,2,413,474,440,388,n
stalk,,,,120,2,413,474,440,388,v
stalked,7,4,6,,,,,,,p
stalked,7,4,6,,,,,,,v
stalked,7,4,6,,,,,,,j
stalks,,,,,1,,,,,v
stall,18,6,8,63,,,,,,n
stall,18,6,8,63,,,,,,v
stalled,4,3,4,,,,,,,p
stalled,4,3,4,,,,,,,v
stalled,4,3,4,,,,,,,o
stalling,2,2,2,,,,,,,v
stalling,2,2,2,,,,,,,o
stallion,3,1,1,8,,,,,,n
stalwart,4,4,4,16,,,,,,j
stalwart,4,4,4,16,,,,,,n
stamen,,,,7,,,,,,n
stamina,2,2,2,14,,,,,,o
staminate,2,1,1,,,,,,,j
stammer,,,,104,,,,,,n
stammer,,,,104,,,,,,v
stammering,1,1,1,,,,,,,v
stammering,1,1,1,,,,,,,o
stamp,8,6,8,266,,,,,,n
stamp,8,6,8,266,,,,,,v
stamped,,,,,1,,,,,p
stamped,,,,,1,,,,,v
stampede,4,2,2,27,,,,,,n
stampede,4,2,2,27,,,,,,v
stamping,5,5,5,,1,,,,,v
stamping,5,5,5,,1,,,,,o
stamps,,,,,1,,,,,v
stance,6,4,6,15,,,,,,n
stanch,1,1,1,11,,,,,,n
stanch,1,1,1,11,,,,,,v
stanchion,,,,8,,,,,,v
stanchion,,,,8,,,,,,n
stand,148,15,117,1707,29,564,450,471,417,n
stand,148,15,117,1707,29,564,450,471,417,v
stand-by,,,,22,,,,,,j
stand-by,,,,22,,,,,,n
standard,110,11,62,390,14,556,324,319,,j
standard,110,11,62,390,14,556,324,319,,n
standardization,,,,,1,,,,,n
standardize,,,,26,,,,,,v
standing,101,13,74,130,7,,,,,j
standing,101,13,74,130,7,,,,,v
standing,101,13,74,130,7,,,,,o
standpoint,13,6,10,36,,,,,,n
stands,,,,,9,,,,,v
standstill,1,1,1,15,,,,,,j
stanhope,1,1,1,,,,,,,n
stanza,,,,3,,385,456,437,,n
staple,1,1,1,29,,,,,,j
staple,1,1,1,29,,,,,,v
staple,1,1,1,29,,,,,,n
star,25,9,21,527,2,574,574,623,490,n
star,25,9,21,527,2,574,574,623,490,v
star-spangled,,,,7,,,,,,o
starboard,1,1,1,13,,,,,,a
starboard,1,1,1,13,,,,,,j
starboard,1,1,1,13,,,,,,v
starboard,1,1,1,13,,,,,,n
starch,4,1,1,52,,459,555,497,385,j
starch,4,1,1,52,,459,555,497,385,v
starched,2,2,2,,,,,,,p
starched,2,2,2,,,,,,,v
starched,2,2,2,,,,,,,o
starchy,2,1,1,,,,,,,j
stare,14,8,13,1022,,508,365,420,405,n
stare,14,8,13,1022,,508,365,420,405,v
stared,,,,,1,,,,,p
stared,,,,,1,,,,,v
starfish,,,,3,,,,,,o
stark,7,4,6,27,,,,,,v
stark,7,4,6,27,,,,,,a
stark,7,4,6,27,,,,,,j
starlet,2,1,2,,,,,,,n
starlight,1,1,1,10,,,,,,j
starling,,,,7,,,,,,n
starr,1,1,1,,,,,,,n
starred,2,2,2,,,,,,,p
starred,2,2,2,,,,,,,v
starred,2,2,2,,,,,,,o
starry,,,,13,,,,,,j
stars,,,,,2,,,,,v
start,154,15,107,2207,66,,,,,n
start,154,15,107,2207,66,,,,,v
started,,,,,65,,,,,p
started,,,,,65,,,,,v
starter,3,3,3,29,2,,,,,n
starting,68,13,54,,10,,,,,v
starting,68,13,54,,10,,,,,o
startle,1,1,1,268,,450,,410,,n
startle,1,1,1,268,,450,,410,,v
starts,,,,,20,,,,,v
starve,1,1,1,181,1,,,,,v
stasis,3,2,2,,,,,,,n
state,808,14,198,1000,11,560,440,511,466,o
state,808,14,198,1000,11,560,440,511,466,n
state,808,14,198,1000,11,560,440,511,466,v
stated,85,12,53,,1,,,,,j
stated,85,12,53,,1,,,,,p
stated,85,12,53,,1,,,,,v
stated,85,12,53,,1,,,,,o
stateless,1,1,1,,,,,,,j
stately,4,4,4,25,2,,,,,a
stately,4,4,4,25,2,,,,,j
statement,141,15,83,313,5,505,379,386,,n
stateroom,2,2,2,30,,,,,,n
statesmanlike,1,1,1,,,,,,,j
static,13,8,13,19,2,,,,,j
static,13,8,13,19,2,,,,,n
stating,16,9,15,,,,,,,v
stating,16,9,15,,,,,,,o
station,105,13,49,612,6,548,572,554,485,n
station,105,13,49,612,6,548,572,554,485,v
stationary,2,1,2,34,,,,,,n
stationary,2,1,2,34,,,,,,j
stationer,,,,3,1,,,,,n
stationmaster,1,1,1,,,,,,,n
stations,,,,,4,,,,,v
statistical,16,6,11,30,2,,,,,j
statistician,,,,17,,,,,,n
statistics,22,9,15,56,4,,,,,o
stator,1,1,1,,,,,,,n
statuary,2,2,2,3,,,,,,j
statue,17,5,9,58,,444,600,562,,v
statue,17,5,9,58,,444,600,562,,n
statuette,1,1,1,4,,,,,,n
stature,15,8,12,15,,,,,,v
status,97,10,57,60,13,,,,,o
statute,13,3,6,11,1,,,,,j
statute,13,3,6,11,1,,,,,n
statutory,13,3,5,3,,,,,,j
staunch,3,3,3,8,,,,,,v
staunch,3,3,3,8,,,,,,j
stave,2,2,2,11,,,,,,n
stave,2,2,2,11,,,,,,v
staved,1,1,1,,,,,,,p
staved,1,1,1,,,,,,,v
staved,1,1,1,,,,,,,o
stay,113,14,85,1275,38,573,329,321,369,n
stay,113,14,85,1275,38,573,329,321,369,v
stayed,,,,,13,,,,,p
stayed,,,,,13,,,,,v
staying,17,7,14,,6,,,,,v
staying,17,7,14,,6,,,,,o
stays,,,,,3,,,,,v
stead,5,3,5,17,,,,,,v
steadfast,,,,9,,368,,,,a
steadfast,,,,9,,368,,,,j
steady,41,12,36,348,3,606,,378,,a
steady,41,12,36,348,3,606,,378,,n
steady,41,12,36,348,3,606,,378,,v
steady,41,12,36,348,3,606,,378,,j
steak,10,5,8,105,2,558,646,647,533,n
steal,5,5,5,169,2,562,363,448,489,n
steal,5,5,5,169,2,562,363,448,489,v
stealer,1,1,1,,,,,,,n
steals,,,,,2,,,,,v
stealthy,,,,13,,,,,,j
steam,17,8,11,193,1,545,552,591,433,v
steamboat,3,2,2,19,,,,,,n
steamer,1,1,1,107,,458,591,616,,v
steamer,1,1,1,107,,458,591,616,,n
steaming,,,,,1,,,,,v
steamship,3,3,3,27,,,,,,n
steed,1,1,1,8,,,,,,n
steel,45,12,31,297,,553,586,534,434,v
steely,1,1,1,7,,,,,,j
steep,13,6,10,122,,,,,,a
steep,13,6,10,122,,,,,,j
steep,13,6,10,122,,,,,,n
steep,13,6,10,122,,,,,,v
steeple,9,1,3,19,,405,561,559,370,n
steeply,,,,,1,,,,,a
steer,9,4,5,91,1,,,,,n
steer,9,4,5,91,1,,,,,v
steerage,,,,2,,193,416,341,,a
steerage,,,,2,,193,416,341,,n
steering,9,6,8,,,,,,,v
steering,9,6,8,,,,,,,o
stein,18,4,7,37,,,,,,n
stella,1,1,1,,,,,,,n
stellar,1,1,1,2,,,,,,j
stem,29,5,10,114,,513,556,533,445,n
stem,29,5,10,114,,513,556,533,445,v
stems,,,,,3,,,,,v
stench,1,1,1,4,,,,,,v
stench,1,1,1,4,,,,,,n
stencil,,,,28,,,,,,n
stencil,,,,28,,,,,,v
stenographer,,,,87,,,,,,n
step,131,14,93,1410,4,578,508,483,413,n
step,131,14,93,1410,4,578,508,483,413,v
stepdaughter,,,,,1,,,,,n
stepfather,,,,9,,,,,,n
stephanotis,2,1,1,,,,,,,n
stepmother,3,2,2,33,,,,,,n
stepmother,3,2,2,33,,,,,,v
steppe,,,,4,,324,479,427,252,n
stepped,41,11,36,,1,,,,,p
stepped,41,11,36,,1,,,,,v
stepped,41,11,36,,1,,,,,o
steps,,,,,4,,,,,v
stepson,3,2,2,,,,,,,n
stereo,12,4,7,,1,,,,,j
stereo,12,4,7,,1,,,,,n
stereoscopic,,,,,1,,,,,j
stereotype,12,4,6,11,,,,,,j
stereotype,12,4,6,11,,,,,,n
stereotype,12,4,6,11,,,,,,v
stereotyped,5,3,4,,,,,,,p
stereotyped,5,3,4,,,,,,,v
stereotyped,5,3,4,,,,,,,o
sterile,9,6,8,19,,,,,,j
sterilize,1,1,1,13,,,,,,v
sterling,7,5,5,19,,,,,,j
stern,23,11,19,141,,481,349,424,435,a
stern,23,11,19,141,,481,349,424,435,v
stern,23,11,19,141,,481,349,424,435,j
stern,23,11,19,141,,481,349,424,435,n
sternal,1,1,1,,,,,,,j
sternal,1,1,1,,,,,,,n
sternly,,,,,1,,,,,a
stethoscope,2,1,1,,,333,,,,v
stethoscope,2,1,1,,,333,,,,n
stetson,2,2,2,,1,,,,,n
stevedore,1,1,1,7,,,,,,v
stevedore,1,1,1,7,,,,,,n
stew,5,4,4,104,,522,603,587,465,o
stew,5,4,4,104,,522,603,587,465,n
stew,5,4,4,104,,522,603,587,465,v
steward,2,2,2,82,,,,,,n
steward,2,2,2,82,,,,,,v
stewardess,2,1,1,18,,,,,,n
stewed,1,1,1,,,,,,,j
stewed,1,1,1,,,,,,,p
stewed,1,1,1,,,,,,,v
stewed,1,1,1,,,,,,,o
stick,39,11,26,420,17,528,604,517,503,n
stick,39,11,26,420,17,528,604,517,503,v
sticking,8,8,8,,6,,,,,v
sticking,8,8,8,,6,,,,,o
stickler,2,2,2,,,,,,,n
sticky,9,6,7,30,,,,,,v
sticky,9,6,7,30,,,,,,j
stiff,21,9,17,281,1,,,,,a
stiff,21,9,17,281,1,,,,,n
stiff,21,9,17,281,1,,,,,j
stiffen,,,,78,,,,,,v
stiffening,4,3,4,,,,,,,n
stiffening,4,3,4,,,,,,,v
stiffening,4,3,4,,,,,,,o
stifle,2,2,2,68,,453,292,381,371,n
stifle,2,2,2,68,,453,292,381,371,v
stifled,2,2,2,,,,,,,p
stifled,2,2,2,,,,,,,v
stifled,2,2,2,,,,,,,o
stigmatize,,,,4,,,,,,v
stile,,,,7,,318,466,413,236,n
stiletto,1,1,1,,,,,,,n
stiletto,1,1,1,,,,,,,v
still,782,15,348,2356,130,557,354,345,397,a
still,782,15,348,2356,130,557,354,345,397,c
still,782,15,348,2356,130,557,354,345,397,j
still,782,15,348,2356,130,557,354,345,397,n
still,782,15,348,2356,130,557,354,345,397,o
still,782,15,348,2356,130,557,354,345,397,v
stilt,,,,6,,,,,,n
stilt,,,,6,,,,,,v
stilted,2,2,2,,,,,,,o
stilted,2,2,2,,,,,,,j
stimulant,1,1,1,18,,,,,,j
stimulant,1,1,1,18,,,,,,n
stimulate,6,4,6,136,,,,,,v
stimulation,13,6,9,22,,,,,,n
stimulatory,1,1,1,,,,,,,j
stimulatory,1,1,1,,,,,,,n
stimulus,15,5,12,24,,,,,,j
sting,5,4,5,66,,480,509,553,,n
sting,5,4,5,66,,480,509,553,,v
stinging,2,2,2,,,,,,,v
stinging,2,2,2,,,,,,,o
stingy,1,1,1,11,,452,299,395,430,j
stink,3,2,2,14,,,,,,n
stink,3,2,2,14,,,,,,v
stinking,2,2,2,,,,,,,v
stinking,2,2,2,,,,,,,o
stint,6,5,6,8,1,,,,,n
stint,6,5,6,8,1,,,,,v
stipend,,,,1,,246,396,213,,v
stipend,,,,1,,246,396,213,,n
stipulate,2,2,2,11,,,,,,j
stipulate,2,2,2,11,,,,,,v
stipulation,1,1,1,2,,,,,,n
stir,7,5,7,514,2,,,,,n
stir,7,5,7,514,2,,,,,v
stirred,,,,,1,,,,,p
stirred,,,,,1,,,,,v
stirring,16,7,14,45,1,,,,,j
stirring,16,7,14,45,1,,,,,v
stirring,16,7,14,45,1,,,,,o
stirrup,1,1,1,7,,,,,,v
stirrup,1,1,1,7,,,,,,n
stitch,3,2,2,107,,,,,,n
stitch,3,2,2,107,,,,,,v
stitches,,,,,2,,,,,v
stoat,,,,18,,352,621,483,,n
stochastic,1,1,1,,,,,,,j
stock,147,14,63,829,4,,,,,j
stock,147,14,63,829,4,,,,,o
stock,147,14,63,829,4,,,,,n
stock,147,14,63,829,4,,,,,v
stockade,12,3,4,10,,,,,,n
stockade,12,3,4,10,,,,,,v
stockbroker,,,,,13,,,,,n
stockholder,2,2,2,45,,,,,,n
stocking,1,1,1,173,,516,551,555,390,v
stocking,1,1,1,173,,516,551,555,390,n
stocky,2,2,2,18,,,,,,j
stodgy,1,1,1,,,,,,,j
stoic,3,2,2,4,,302,305,340,,j
stoic,3,2,2,4,,302,305,340,,n
stoical,,,,5,,,,,,j
stoke,,,,14,,,,,,v
stoker,1,1,1,,,,,,,n
stole,10,4,10,121,3,549,342,441,459,o
stole,10,4,10,121,3,549,342,441,459,p
stole,10,4,10,121,3,549,342,441,459,n
stole,10,4,10,121,3,549,342,441,459,v
stolen,18,10,15,122,1,,,,,j
stolen,18,10,15,122,1,,,,,p
stolen,18,10,15,122,1,,,,,o
stolen,18,10,15,122,1,,,,,v
stolid,1,1,1,16,,,,,,j
stomach,37,10,29,148,,547,617,551,457,n
stomach,37,10,29,148,,547,617,551,457,v
stone,58,14,39,386,8,564,614,585,502,j
stone,58,14,39,386,8,564,614,585,502,n
stone,58,14,39,386,8,564,614,585,502,v
stone-blind,1,1,1,,,,,,,j
stone-blind,1,1,1,,,,,,,n
stone-still,1,1,1,,,,,,,a
stone-still,1,1,1,,,,,,,o
stonehenge,1,1,1,,,,,,,n
stones,,,,,3,,,,,v
stony,5,4,4,28,1,,,,,v
stony,5,4,4,28,1,,,,,j
stood,212,15,116,1891,6,,,,,p
stood,212,15,116,1891,6,,,,,v
stool,8,3,5,52,,531,592,584,374,v
stool,8,3,5,52,,531,592,584,374,n
stoop,4,4,4,156,,,,,,n
stoop,4,4,4,156,,,,,,v
stoops,,,,,1,,,,,v
stop,120,13,86,1797,27,563,308,452,485,n
stop,120,13,86,1797,27,563,308,452,485,v
stoppage,1,1,1,4,,,,,,n
stopped,129,15,96,,7,607,,397,,p
stopped,129,15,96,,7,607,,397,,v
stopped,129,15,96,,7,607,,397,,o
stopper,2,1,1,9,,,,,,v
stopper,2,1,1,9,,,,,,n
stopping,14,11,14,,2,,,,,n
stopping,14,11,14,,2,,,,,v
stopping,14,11,14,,2,,,,,o
stops,,,,,3,,,,,v
store,74,12,43,897,2,562,548,506,473,n
store,74,12,43,897,2,562,548,506,473,v
stored,,,,,1,,,,,p
stored,,,,,1,,,,,v
storehouse,3,1,1,8,,,,,,n
storekeeper,,,,10,,,,,,n
stores,,,,,1,,,,,v
storied,1,1,1,,,,,,,j
storied,1,1,1,,,,,,,o
stork,,,,13,1,393,614,570,,n
storm,26,11,20,391,3,555,527,587,524,n
storm,26,11,20,391,3,555,527,587,524,v
storming,1,1,1,,,,,,,v
storming,1,1,1,,,,,,,o
stormy,8,6,6,36,,,,,,j
story,153,15,80,1651,25,578,427,491,518,v
story,153,15,80,1651,25,578,427,491,518,n
stout,3,3,3,99,7,511,413,521,492,a
stout,3,3,3,99,7,511,413,521,492,v
stout,3,3,3,99,7,511,413,521,492,j
stove,15,8,12,199,,525,591,592,487,p
stove,15,8,12,199,,525,591,592,487,v
stove,15,8,12,199,,525,591,592,487,n
stow,,,,32,,,,,,n
stow,,,,32,,,,,,v
stowaway,,,,10,,,,,,n
straddle,,,,5,,,,,,n
straddle,,,,5,,,,,,v
strafe,2,1,1,,,,,,,n
strafe,2,1,1,,,,,,,v
straggle,2,2,2,22,,,,,,n
straggle,2,2,2,22,,,,,,v
straggler,,,,4,,,,,,n
straight,114,15,80,690,31,582,404,453,415,n
straight,114,15,80,690,31,582,404,453,415,v
straight,114,15,80,690,31,582,404,453,415,a
straight,114,15,80,690,31,582,404,453,415,j
straight-out,1,1,1,,,,,,,j
straight-out,1,1,1,,,,,,,n
straightaway,2,2,2,,,,,,,j
straightaway,2,2,2,,,,,,,n
straighten,7,6,6,153,,,,,,v
straightforward,8,5,7,26,3,,,,,j
straightway,1,1,1,4,,,,,,a
strain,31,10,29,440,1,533,338,402,,n
strain,31,10,29,440,1,533,338,402,,v
strained,11,5,9,,,,,,,j
strained,11,5,9,,,,,,,p
strained,11,5,9,,,,,,,v
strained,11,5,9,,,,,,,o
strainer,,,,11,,,,,,n
straining,7,6,7,,,,,,,v
straining,7,6,7,,,,,,,o
strait,5,2,2,19,,,,,,a
strait,5,2,2,19,,,,,,j
strait,5,2,2,19,,,,,,v
strait,5,2,2,19,,,,,,n
strait-laced,1,1,1,,,,,,,j
straiten,,,,1,,,,,,v
stramonium,1,1,1,,,,,,,n
strand,7,4,4,49,,500,442,431,419,n
strand,7,4,4,49,,500,442,431,419,v
strange,84,13,68,796,27,606,,378,,i
strange,84,13,68,796,27,606,,378,,v
strange,84,13,68,796,27,606,,378,,j
strangely,8,8,8,158,1,,,,,a
stranger,40,9,22,334,,522,441,454,,j
stranger,40,9,22,334,,522,441,454,,v
stranger,40,9,22,334,,522,441,454,,n
strangle,,,,61,3,,,,,n
strangle,,,,61,3,,,,,v
strap,2,2,2,78,,,,,,n
strap,2,2,2,78,,,,,,v
strapping,3,2,2,9,,,,,,j
strapping,3,2,2,9,,,,,,v
strapping,3,2,2,9,,,,,,o
strata,2,2,2,9,,,,,,o
stratagem,,,,6,,,,,,n
strategic,23,6,12,11,,,,,,n
strategic,23,6,12,11,,,,,,j
strategy,22,10,16,33,,,,,,n
stratification,2,2,2,,,,,,,n
stratified,2,1,2,,,,,,,p
stratified,2,1,2,,,,,,,v
stratified,2,1,2,,,,,,,o
stratify,1,1,1,,,,,,,v
stratosphere,1,1,1,,,,,,,n
straw,15,7,12,129,1,508,603,568,436,v
straw,15,7,12,129,1,508,603,568,436,n
strawberry,,,,121,,539,610,631,465,n
straws,,,,,1,,,,,v
stray,12,8,11,62,,,,,,j
stray,12,8,11,62,,,,,,n
stray,12,8,11,62,,,,,,v
streak,10,3,9,99,,,,,,n
streak,10,3,9,99,,,,,,v
streaked,4,4,4,,,,,,,p
streaked,4,4,4,,,,,,,v
streaked,4,4,4,,,,,,,o
stream,51,9,33,285,1,,,,,n
stream,51,9,33,285,1,,,,,v
streamer,1,1,1,18,,475,518,504,315,v
streamer,1,1,1,18,,475,518,504,315,n
streaming,7,5,6,,,,,,,v
streaming,7,5,6,,,,,,,o
street,244,14,111,1197,34,602,579,577,500,v
street,244,14,111,1197,34,602,579,577,500,n
strength,136,14,79,443,6,573,339,470,,v
strength,136,14,79,443,6,573,339,470,,n
strengthen,16,7,12,74,1,537,,341,,v
strengthened,,,,,2,,,,,p
strengthened,,,,,2,,,,,v
strengthening,,,,,1,,,,,v
strenuous,11,6,11,55,1,,,,,j
stress,107,9,35,78,,,,,,n
stress,107,9,35,78,,,,,,v
stressed,,,,,1,,,,,p
stressed,,,,,1,,,,,v
stressing,,,,,1,,,,,v
stretch,26,10,17,411,1,,,,,n
stretch,26,10,17,411,1,,,,,v
stretcher,1,1,1,38,,,,,,n
stretches,,,,,2,,,,,v
stretching,17,9,15,,1,,,,,v
stretching,17,9,15,,1,,,,,o
strew,,,,8,,,,,,n
